question_id,result
4214,Answer: A
4215,D
4216,D 
4217,A
4218,B
4219,Answer: C
4220,B
4221,Answer: B
4222,A
4223,A
4224,Answer: D
4225,Answer: D
4226,B
4227,C
4228,D
4229,C
4230,A 
4231,B
4232,D 
4233,C
4234,Answer: C
4235,C
4236,C
4237,D
4238,D
4239,Answer: B
4240,B
4241,D
4242,D
4243,Not Sure
4244,A 
4245,B
4246,A
4247,B
4248,Answer: D
4249,B 
4250,Answer: A
4251,B
4252,B
4253,C
4254,A
4255,C
4256,B
4257,D
4258,C
4259,C
4260,D
4261,A
4262,"-9, so the answer is A"
4263,D
4264,Answer: C
4265,Answer: C
4266,B
4267,A
4268,Answer: C
4269,C
4270,D
4271,B
4272,C
4273,Answer: D
4274,D
4275,"7, so the answer is A"
4276,D
4277,B
4278,D
4279,Answer: A
4280,B
4281,C
4282,D
4283,D 
4284,Answer: B
4285,B
4286,B 
4287,A
4288,
4289,Answer: B
4290,Answer: A
4291,D
4292,C 
4293,Answer: B
4294,B
4295,C
4296,B
4297,A
4298,D
4299,B
4300,Answer: B
4301,C
4302,B
4303,Answer: B
4304,Not Sure
4305,A
4306,C
4307,A 
4308,Answer: B
4309,Answer: A
4310,D
4311,D
4312,D
4313,
4314,D
4315,Answer: A
4316,Answer: D
4317,D
4318,B
4319,Answer: B
4320,B
4321,D
4322,A
4323,Answer: A
4324,Answer: D
4325,B
4326,Answer: C
4327,A
4328,B
4329,D
4330,C
4331,C
4332,Answer: D
4333,A
4334,Answer: B
4335,
4336,Answer: C
4337,D 
4338,C
4339,Answer: C
4340,Answer: A
4341,A
4342,D
4343,A
4344,None of the above
4345,B
4346,A 
4347,C 
4348,
4349,Answer: A
4350,Answer: D
4351,B
4352,Answer: B
4353,D
4354,A
4355,C 
4356,A
4357,B 
4358,A 
4359,Answer: B
4360,D
4361,B
4362,B 
4363,C
4364,Answer: C
4365,B
4366,B 
4367,D
4368,A
4369,B
4370,C
4371,A
4372,C
4373,A
4374,D
4375,A
4376,D
4377,D
4378,C
4379,C
4380,C
4381,B
4382,A
4383,C
4384,D
4385,D
4386,Answer: B
4387,Answer: C
4388,C
4389,
4390,D
4391,D
4392,C
4393,A
4394,B
4395,B
4396,"\frac{15}{2}, so the answer is B"
4397,B
4398,D
4399,C
4400,D
4401,Not Sure
4402,C
4403,"3980, so the answer is C"
4404,A 
4405,D
4406,Answer: C
4407,Answer: D
4408,B
4409,D
4410,D
4411,C
4412,Answer: C
4413,D
4414,Answer: D
4415,A
4416,B 
4417,Answer: A
4418,Answer: A
4419,None of the above
4420,B 
4421,Answer: C
4422,B
4423,B
4424,C
4425,"2 × 5, so the answer is B"
4426,Answer: D
4427,C
4428,C 
4429,D
4430,Answer: D
4431,C
4432,A
4433,D
4434,A
4435,C
4436,D
4437,A
4438,
4439,A 
4440,Answer: C
4441,D
4442,C
4443,A
4444,A
4445,
4446,D
4447,Answer: D
4448,D
4449,B
4450,Answer: B
4451,A
4452,B
4453,C
4454,A
4455,B
4456,C
4457,Answer: D
4458,A
4459,C
4460,"276, so the answer is B"
4461,D
4462,C 
4463,B
4464,Answer: D
4465,A 
4466,B
4467,C 
4468,"\frac{1}{4}, so the answer is A"
4469,C
4470,C
4471,C
4472,C
4473,"θ=  0.47, so the answer is C"
4474,B
4475,D 
4476,D
4477,C 
4478,B 
4479,
4480,B
4481,C
4482,A
4483,Answer: B
4484,D
4485,A
4486,
4487,A
4488,Answer: C
4489,Answer: A
4490,A
4491,B
4492,D
4493,Answer: C
4494,A
4495,B
4496,None of the above
4497,B
4498,A
4499,Answer: D
4500,B
4501,A
4502,D
4503,D
4504,D
4505,
4506,D
4507,B
4508,C
4509,C
4510,D
4511,C
4512,D
4513,A
4514,D
4515,C
4516,Answer: B
4517,C
4518,D
4519,A
4520,Answer: D
4521,A
4522,Answer: B
4523,Answer: D
4524,C
4525,C 
4526,B
4527,C
4528,Answer: D
4529,
4530,D
4531,A
4532,B
4533,D
4534,B
4535,A 
4536,"increase price as demand is elastic., so the answer is C"
4537,Answer: D
4538,B 
4539,D
4540,D
4541,B
4542,A
4543,D
4544,D
4545,Answer: B
4546,Answer: D
4547,B
4548,C
4549,D
4550,Answer: D
4551,B
4552,Answer: A
4553,Answer: A
4554,A
4555,D
4556,B
4557,A
4558,A
4559,Answer: D
4560,A
4561,B
4562,A
4563,C
4564,C
4565,Answer: D
4566,Answer: D
4567,C
4568,D
4569,D
4570,Answer: D
4571,B
4572,D
4573,C 
4574,A
4575,Answer: C
4576,
4577,C
4578,D
4579,C
4580,Answer: C
4581,B
4582,A
4583,A
4584,C
4585,C
4586,C
4587,A
4588,A
4589,A
4590,None of the above
4591,B
4592,Answer: C
4593,Answer: B
4594,C
4595,D 
4596,A
4597,Answer: A
4598,C
4599,D 
4600,D
4601,A
4602,D
4603,A
4604,D
4605,C
4606,D 
4607,
4608,D
4609,A 
4610,B
4611,A 
4612,D
4613,Answer: C
4614,Answer: B
4615,D
4616,A
4617,D
4618,C
4619,B
4620,None of the above
4621,D
4622,Answer: C
4623,Answer: A
4624,D
4625,Answer: A
4626,Answer: D
4627,A
4628,B
4629,D
4630,B 
4631,Answer: D
4632,C
4633,C
4634,D
4635,D 
4636,B
4637,Answer: C
4638,Answer: C
4639,
4640,D
4641,C
4642,B
4643,B
4644,C
4645,"A high degree of government involvement., so the answer is A"
4646,A
4647,C
4648,C
4649,A
4650,C
4651,B
4652,Answer: C
4653,C
4654,B
4655,A
4656,Answer: D
4657,D
4658,C
4659,D
4660,C
4661,B
4662,C
4663,B
4664,Answer: A
4665,Answer: C
4666,D
4667,Answer: C
4668,A
4669,D
4670,Answer: D
4671,C
4672,D
4673,Answer: D
4674,Answer: A
4675,D
4676,A 
4677,A
4678,Answer: C
4679,C
4680,C
4681,Answer: D
4682,A
4683,B
4684,A
4685,B 
4686,"the study of how unlimited material wants can best be satisfied by allocating limitless amounts of productive resources., so the answer is D"
4687,None of the above
4688,Answer: B
4689,D
4690,"individual firms face upward sloping labor demand curves, so the answer is D"
4691,A
4692,"The Wagner Act, so the answer is A"
4693,A 
4694,D
4695,B
4696,Answer: D
4697,D
4698,B
4699,Answer: A
4700,B
4701,
4702,B
4703,Not Sure
4704,A
4705,Answer: D
4706,Answer: C
4707,B 
4708,A
4709,Answer: C
4710,D
4711,A
4712,D
4713,C
4714,D
4715,Answer: A
4716,B
4717,D 
4718,Answer: B
4719,A 
4720,A 
4721,Answer: B
4722,B
4723,B
4724,B
4725,"corporations and their production levels., so the answer is C"
4726,
4727,B
4728,A
4729,D
4730,C
4731,D
4732,Answer: C
4733,D
4734,A 
4735,B 
4736,A
4737,A
4738,B
4739,Answer: C
4740,D
4741,None of the above
4742,Answer: B
4743,Answer: C
4744,Answer: C
4745,Answer: C
4746,Answer: D
4747,Answer: D
4748,D
4749,B
4750,B 
4751,Answer: A
4752,None of the above
4753,C
4754,D
4755,D
4756,Answer: B
4757,C
4758,A
4759,Answer: D
4760,Answer: D
4761,A
4762,Answer: C
4763,Answer: C
4764,A 
4765,Answer: D
4766,B
4767,A
4768,B
4769,B
4770,C
4771,C 
4772,B
4773,Answer: D
4774,A
4775,D
4776,Answer: C
4777,Answer: C
4778,C
4779,D
4780,"Both the source and detector travel in the same direction., so the answer is C"
4781,
4782,Not Sure
4783,B 
4784,Answer: D
4785,B 
4786,Answer: A
4787,"Collision A: each cart experiences the same force, time of collision, and change in linear momentum. Collision B: the ball and the rod each experience the same torque, time of collision, and change in angular momentum., so the answer is B"
4788,C 
4789,
4790,B
4791,D
4792,C 
4793,Answer: B
4794,A
4795,"16 N, so the answer is C"
4796,Answer: C
4797,Answer: C
4798,"Real, upright, height = 1 cm, so the answer is C"
4799,D
4800,"an extrapolated temperature T where C^3 reaches zero, so the answer is C"
4801,Answer: D
4802,Answer: C
4803,D
4804,A
4805,A
4806,C
4807,D
4808,C
4809,B 
4810,A
4811,B
4812,Answer: A
4813,B
4814,Answer: D
4815,C
4816,
4817,D
4818,A
4819,D
4820,A
4821,A
4822,C 
4823,A
4824,A
4825,Answer: A
4826,C
4827,D
4828,C
4829,D
4830,Answer: D
4831,D
4832,D
4833,C 
4834,A
4835,B 
4836,D
4837,"Move the slits closer together., so the answer is C"
4838,B
4839,D
4840,Answer: D
4841,Answer: B
4842,B
4843,"1.2 m, so the answer is C"
4844,"4 s, so the answer is C"
4845,C 
4846,Answer: B
4847,D
4848,Answer: B
4849,D
4850,B
4851,D
4852,B
4853,Answer: C
4854,C
4855,C
4856,D
4857,C
4858,A 
4859,C
4860,Answer: B
4861,A
4862,B
4863,Answer: C
4864,C
4865,B
4866,Answer: C
4867,D
4868,A
4869,B
4870,Answer: B
4871,C
4872,D
4873,Answer: A
4874,Answer: C
4875,C
4876,Answer: C
4877,Answer: B
4878,D
4879,A
4880,A
4881,C
4882,"The wave is moving more slowly., so the answer is A"
4883,D
4884,Answer: D
4885,D
4886,A
4887,Answer: A
4888,
4889,Answer: D
4890,Answer: B
4891,C
4892,Answer: A
4893,C
4894,C
4895,C
4896,Answer: C
4897,Answer: B
4898,C
4899,D
4900,A
4901,C
4902,"the fundamental attribution error., so the answer is D"
4903,Answer: D
4904,A
4905,A
4906,C
4907,Answer: B
4908,A
4909,C
4910,Answer: D
4911,Answer: A
4912,B
4913,Answer: A
4914,B
4915,"cross-sectional, so the answer is D"
4916,Answer: A
4917,B
4918,D
4919,A
4920,D
4921,Answer: D
4922,C
4923,Answer: D
4924,C
4925,C
4926,Answer: C
4927,Answer: B
4928,D
4929,B
4930,Answer: C
4931,D 
4932,Not Sure
4933,D 
4934,A 
4935,D
4936,D 
4937,C
4938,B
4939,Answer: B
4940,Answer: B
4941,B
4942,C
4943,C
4944,Answer: C
4945,B
4946,B
4947,Answer: C
4948,Answer: A
4949,D 
4950,B
4951,B
4952,D
4953,C
4954,A
4955,B
4956,A
4957,C
4958,B
4959,"behaviorists, so the answer is B"
4960,C
4961,D
4962,D
4963,B 
4964,A
4965,Answer: B
4966,C
4967,"effective psychological environment, so the answer is C"
4968,C
4969,Answer: D
4970,Answer: A
4971,A
4972,B 
4973,C
4974,D
4975,B
4976,A
4977,Answer: A
4978,B
4979,C
4980,D
4981,Answer: D
4982,C
4983,Answer: D
4984,A
4985,Answer: D
4986,Answer: D
4987,D 
4988,B
4989,D
4990,Answer: A
4991,D
4992,B
4993,D 
4994,D
4995,C
4996,D
4997,D
4998,B
4999,D
5000,C
5001,D
5002,
5003,A
5004,A
5005,D
5006,D
5007,C
5008,A
5009,A
5010,Answer: D
5011,D
5012,C
5013,Answer: D
5014,B
5015,C
5016,A
5017,C
5018,D
5019,D
5020,D 
5021,B
5022,B
5023,D
5024,Answer: B
5025,B
5026,Answer: B
5027,A
5028,B
5029,Answer: B
5030,D
5031,Answer: A
5032,D
5033,D
5034,C 
5035,C
5036,Answer: D
5037,A
5038,Answer: B
5039,Answer: C
5040,D
5041,
5042,C
5043,D
5044,D
5045,Answer: B
5046,A
5047,A
5048,D
5049,B
5050,A
5051,
5052,A
5053,Answer: D
5054,B
5055,C
5056,
5057,Answer: A
5058,Answer: D
5059,Answer: C
5060,D
5061,B
5062,C
5063,Answer: D
5064,C
5065,D
5066,A
5067,Answer: B
5068,D
5069,"proximity, so the answer is D"
5070,B
5071,Answer: A
5072,Answer: A
5073,"psychoanalyst, so the answer is A"
5074,Answer: A
5075,D
5076,A
5077,D
5078,Answer: C
5079,Answer: D
5080,C
5081,B
5082,C
5083,D
5084,A
5085,Answer: B
5086,B
5087,C
5088,Answer: A
5089,D
5090,Answer: C
5091,D
5092,D
5093,B
5094,Answer: A
5095,C
5096,A
5097,B
5098,C 
5099,D
5100,C
5101,A
5102,C
5103,A
5104,D
5105,"the social role hypothesis., so the answer is C"
5106,B
5107,D
5108,A
5109,D 
5110,C
5111,B
5112,B
5113,C
5114,D
5115,Answer: B
5116,D
5117,C 
5118,A
5119,B
5120,B
5121,Answer: C
5122,B
5123,B
5124,A
5125,B
5126,D
5127,A
5128,D 
5129,B
5130,A 
5131,D
5132,C
5133,Answer: A
5134,A
5135,D 
5136,C
5137,C
5138,B
5139,Answer: D
5140,D
5141,C
5142,None of the above
5143,Answer: A
5144,D
5145,B
5146,D
5147,A
5148,Answer: D
5149,C 
5150,C
5151,D
5152,B 
5153,B
5154,None of the above
5155,D
5156,B
5157,C
5158,C
5159,D
5160,D
5161,D
5162,D
5163,"compliance strategy, so the answer is C"
5164,D
5165,Answer: B
5166,C
5167,D
5168,A
5169,A 
5170,C
5171,B
5172,B
5173,B
5174,C
5175,C
5176,Answer: A
5177,Answer: C
5178,D
5179,B
5180,Answer: B
5181,D
5182,Answer: A
5183,Answer: D
5184,D
5185,C 
5186,C
5187,Answer: A
5188,A 
5189,D
5190,C
5191,Answer: B
5192,A
5193,C 
5194,B
5195,D
5196,C
5197,A
5198,D
5199,D
5200,D 
5201,A
5202,D
5203,Answer: A
5204,Answer: A
5205,Answer: C
5206,D
5207,D
5208,C 
5209,C
5210,A
5211,Answer: D
5212,D
5213,C
5214,D
5215,C
5216,B
5217,A
5218,A
5219,D
5220,C 
5221,D
5222,D 
5223,"Duty to warn and protect, so the answer is A"
5224,Answer: D
5225,Answer: C
5226,D
5227,"functional fixedness, so the answer is B"
5228,B
5229,"If a test is reliable, then it is valid, but if a test is not reliable, it cannot be valid., so the answer is B"
5230,C
5231,D
5232,Answer: C
5233,Answer: A
5234,D
5235,D
5236,Answer: C
5237,A
5238,D 
5239,C
5240,Answer: A
5241,Answer: C
5242,A
5243,D 
5244,D
5245,Answer: B
5246,B
5247,C
5248,B
5249,B
5250,C
5251,D
5252,D
5253,Answer: A
5254,B
5255,Answer: B
5256,A
5257,C 
5258,A
5259,B
5260,Answer: A
5261,B
5262,B
5263,A
5264,Answer: D
5265,Answer: D
5266,C
5267,D
5268,B
5269,B
5270,A
5271,A
5272,Answer: B
5273,B
5274,
5275,A
5276,D
5277,D
5278,B
5279,D
5280,D
5281,A
5282,B
5283,C 
5284,B 
5285,A
5286,B
5287,Answer: B
5288,D 
5289,Answer: A
5290,B
5291,Answer: D
5292,C
5293,D
5294,A
5295,C 
5296,D
5297,D
5298,B 
5299,Answer: C
5300,D
5301,B
5302,Answer: A
5303,D 
5304,Answer: B
5305,D
5306,B
5307,B
5308,
5309,B
5310,C
5311,D 
5312,B
5313,B
5314,A
5315,D
5316,
5317,Answer: D
5318,A
5319,C
5320,C 
5321,C
5322,B
5323,Answer: A
5324,D
5325,A
5326,Answer: C
5327,C
5328,Answer: C
5329,C
5330,A
5331,D
5332,D 
5333,Answer: D
5334,"a conditioned stimulus, so the answer is B"
5335,B
5336,"chronological age/mental age × 100, so the answer is A"
5337,B
5338,B
5339,B
5340,Answer: B
5341,"idiographic, so the answer is B"
5342,C
5343,C
5344,D
5345,D
5346,C
5347,B
5348,Answer: C
5349,Answer: D
5350,B 
5351,C
5352,B
5353,D
5354,Answer: C
5355,D
5356,C
5357,B
5358,A
5359,D 
5360,B
5361,A
5362,B
5363,"all examinations with exactly the same directions, so the answer is B"
5364,A
5365,C
5366,Answer: B
5367,A
5368,Answer: B
5369,A
5370,Answer: C
5371,Answer: C
5372,D
5373,Not Sure
5374,Answer: D
5375,C
5376,Answer: B
5377,Answer: A
5378,D 
5379,C
5380,B
5381,D
5382,D 
5383,B
5384,C
5385,D
5386,Answer: B
5387,B 
5388,D
5389,D 
5390,C
5391,B
5392,B
5393,D 
5394,Answer: D
5395,D
5396,Answer: A
5397,Not Sure
5398,A
5399,C
5400,D
5401,B
5402,Answer: B
5403,A
5404,Answer: D
5405,A
5406,C
5407,D
5408,C
5409,C
5410,C 
5411,Answer: C
5412,A
5413,A
5414,B
5415,A
5416,D
5417,Answer: D
5418,A
5419,A
5420,Answer: C
5421,D
5422,D 
5423,C 
5424,Answer: A
5425,C
5426,B
5427,D
5428,D
5429,B
5430,"with which ""mother"" the bottle of milk is placed, so the answer is A"
5431,
5432,C
5433,C
5434,D
5435,D 
5436,D
5437,D
5438,A
5439,B
5440,C
5441,C
5442,C
5443,D
5444,C
5445,C
5446,D
5447,C 
5448,B
5449,B
5450,Answer: D
5451,Answer: D
5452,
5453,C
5454,B
5455,B
5456,C
5457,D 
5458,A
5459,Answer: A
5460,D
5461,D 
5462,Answer: D
5463,D
5464,D
5465,Answer: D
5466,C
5467,D
5468,Answer: C
5469,Answer: A
5470,A
5471,
5472,D
5473,A
5474,Answer: A
5475,D
5476,A
5477,Answer: B
5478,B
5479,Answer: C
5480,Answer: C
5481,A
5482,D
5483,C
5484,Answer: D
5485,Answer: A
5486,C 
5487,D
5488,B
5489,B 
5490,Answer: A
5491,D 
5492,Answer: C
5493,D 
5494,C
5495,Answer: A
5496,"300 times for the first game and 30 times for the second, so the answer is D"
5497,D
5498,Answer: B
5499,D 
5500,Answer: A
5501,Answer: A
5502,D
5503,D
5504,B
5505,C
5506,D
5507,Answer: B
5508,D 
5509,C
5510,A
5511,C
5512,D
5513,C
5514,Answer: C
5515,D
5516,B
5517,C
5518,Answer: D
5519,B
5520,C
5521,C
5522,D
5523,C
5524,"The central limit theorem refers to something else., so the answer is D"
5525,B
5526,B 
5527,D 
5528,Answer: C
5529,B
5530,C
5531,A
5532,D
5533,B
5534,C
5535,C 
5536,
5537,Answer: C
5538,A
5539,C
5540,A 
5541,D
5542,B 
5543,D 
5544,A
5545,Answer: A
5546,
5547,"The answer cannot be determined without knowing the size of the jury pool., so the answer is D"
5548,D 
5549,D
5550,Answer: C
5551,Answer: D
5552,Answer: D
5553,
5554,Answer: C
5555,C
5556,B
5557,Answer: D
5558,Answer: B
5559,Answer: C
5560,D
5561,Answer: D
5562,Answer: D
5563,B
5564,D
5565,B
5566,Answer: C
5567,B
5568,B
5569,B
5570,A
5571,C
5572,B
5573,D
5574,C 
5575,C
5576,D
5577,Answer: D
5578,Answer: D
5579,C
5580,D
5581,None of the above
5582,Answer: C
5583,B 
5584,Answer: A
5585,Answer: D
5586,A
5587,Answer: D
5588,C
5589,B
5590,Answer: C
5591,B
5592,D
5593,C
5594,C 
5595,Answer: D
5596,D
5597,Answer: B
5598,C
5599,D
5600,B
5601,B
5602,Answer: A
5603,A
5604,Answer: C
5605,Answer: C
5606,C
5607,Answer: B
5608,A
5609,A
5610,D
5611,C
5612,B
5613,D
5614,A
5615,B
5616,D
5617,D
5618,B
5619,D
5620,C
5621,Answer: A
5622,A
5623,Answer: C
5624,Answer: C
5625,D
5626,D
5627,A 
5628,D 
5629,D 
5630,D
5631,A
5632,Answer: A
5633,Answer: D
5634,Answer: D
5635,Answer: D
5636,D
5637,A
5638,D
5639,B
5640,D
5641,C
5642,D
5643,D
5644,C
5645,Answer: A
5646,D
5647,Answer: D
5648,D
5649,A
5650,Not Sure
5651,B
5652,C
5653,Answer: A
5654,"Although Washington warned against the influence of political parties, he reluctantly accepted the endorsement of the Federalist party., so the answer is B"
5655,A
5656,Answer: D
5657,B
5658,B
5659,C
5660,A
5661,A
5662,A
5663,C
5664,A
5665,B 
5666,C
5667,B
5668,Answer: B
5669,C
5670,B
5671,D
5672,Answer: D
5673,C
5674,D
5675,C
5676,"Debates about the legal status of women., so the answer is D"
5677,Answer: C
5678,Answer: C
5679,C 
5680,A
5681,A
5682,B
5683,Answer: C
5684,D
5685,C
5686,A 
5687,D
5688,A
5689,A
5690,B
5691,B
5692,A
5693,D
5694,Answer: A
5695,C
5696,D
5697,Answer: D
5698,B
5699,D
5700,A
5701,D
5702,Answer: A
5703,C
5704,C 
5705,A
5706,C 
5707,C
5708,A
5709,C
5710,B
5711,D 
5712,Answer: B
5713,B
5714,"The USA Patriot Act of 2001, so the answer is C"
5715,C
5716,
5717,A
5718,C
5719,A
5720,Answer: B
5721,Answer: C
5722,A
5723,Answer: D
5724,B
5725,Answer: D
5726,Answer: D
5727,D
5728,D
5729,C
5730,Answer: D
5731,B
5732,Answer: C
5733,B
5734,B
5735,A
5736,A
5737,Answer: C
5738,D
5739,C
5740,Answer: B
5741,D
5742,C 
5743,A
5744,D
5745,C
5746,A
5747,B 
5748,A
5749,D
5750,C
5751,Not Sure
5752,D
5753,D
5754,D
5755,A
5756,C
5757,Answer: B
5758,A
5759,B
5760,A
5761,C
5762,D
5763,A 
5764,B 
5765,D
5766,Answer: C
5767,A 
5768,D
5769,Answer: D
5770,A
5771,C
5772,Answer: C
5773,A
5774,B
5775,D
5776,B
5777,C
5778,Answer: A
5779,A
5780,C
5781,Answer: B
5782,A
5783,C 
5784,Answer: B
5785,C
5786,Answer: C
5787,Answer: C
5788,Answer: D
5789,Answer: A
5790,A
5791,B 
5792,D
5793,A
5794,B
5795,Answer: B
5796,"labor strikes, so the answer is C"
5797,A
5798,C
5799,Answer: A
5800,B
5801,D
5802,C
5803,A
5804,Answer: A
5805,A
5806,A
5807,B
5808,B
5809,B
5810,A
5811,C
5812,A
5813,"an instrument of injustice, so the answer is C"
5814,B
5815,B
5816,D
5817,D
5818,
5819,A 
5820,A
5821,None of the above
5822,B
5823,D
5824,B
5825,A
5826,C 
5827,Answer: C
5828,B
5829,Answer: B
5830,D
5831,C
5832,A
5833,A
5834,D
5835,C
5836,Answer: C
5837,B
5838,C 
5839,A
5840,C
5841,A 
5842,D
5843,B
5844,D
5845,A
5846,"Second Great Awakening, so the answer is B"
5847,C
5848,A
5849,"Conservative Republicans mobilized to defend traditional mores and curb government authority., so the answer is B"
5850,C
5851,B
5852,A
5853,Answer: B
5854,Answer: B
5855,A
5856,Answer: D
5857,C
5858,A
5859,B
5860,A
5861,B
5862,B
5863,C
5864,Answer: A
5865,A 
5866,Answer: D
5867,Answer: C
5868,A
5869,B
5870,C
5871,A
5872,B
5873,D
5874,B
5875,C
5876,B
5877,C
5878,A
5879,B
5880,Answer: A
5881,None of the above
5882,C
5883,
5884,B
5885,B
5886,None of the above
5887,B
5888,Answer: D
5889,B
5890,Answer: A
5891,A
5892,D
5893,B
5894,Answer: B
5895,C 
5896,D
5897,D
5898,Answer: C
5899,A
5900,A
5901,Not Sure
5902,A
5903,C
5904,D 
5905,A
5906,
5907,A
5908,Answer: B
5909,Answer: C
5910,A
5911,D
5912,Answer: A
5913,C
5914,C
5915,Answer: A
5916,A
5917,A
5918,C
5919,A
5920,A
5921,A
5922,Answer: B
5923,Answer: C
5924,D
5925,A
5926,B
5927,Answer: C
5928,B
5929,B
5930,Answer: B
5931,Answer: B
5932,Answer: C
5933,C
5934,A
5935,B
5936,Answer: C
5937,A
5938,B
5939,D
5940,Answer: B
5941,B
5942,D
5943,Answer: C
5944,A
5945,
5946,B
5947,Answer: A
5948,
5949,Answer: D
5950,B
5951,Answer: D
5952,B
5953,Answer: A
5954,Answer: A
5955,C
5956,C
5957,Answer: C
5958,Answer: B
5959,A
5960,Answer: B
5961,B
5962,B
5963,Not Sure
5964,B
5965,B
5966,Answer: A
5967,A
5968,C
5969,D
5970,A 
5971,C
5972,B
5973,D
5974,C
5975,C
5976,"Discontent among the peasantry due to oppressive taxation, so the answer is A"
5977,A
5978,B 
5979,A
5980,A
5981,B
5982,B
5983,A
5984,B
5985,A
5986,Answer: C
5987,D
5988,Answer: B
5989,A
5990,C
5991,Answer: D
5992,B 
5993,B
5994,B
5995,Answer: C
5996,A
5997,C
5998,D
5999,C
6000,B 
6001,A
6002,Answer: B
6003,A 
6004,
6005,C
6006,Answer: C
6007,Answer: B
6008,D
6009,A
6010,C
6011,C
6012,A
6013,B
6014,B
6015,Answer: C
6016,C
6017,B
6018,Answer: A
6019,D
6020,A
6021,A
6022,A
6023,D
6024,B
6025,D
6026,Answer: C
6027,C
6028,B 
6029,A
6030,A
6031,Answer: A
6032,B
6033,C
6034,C
6035,
6036,A
6037,D
6038,D
6039,B
6040,D
6041,B
6042,C
6043,B
6044,A
6045,A
6046,Answer: C
6047,Answer: B
6048,D
6049,Answer: B
6050,Answer: B
6051,C
6052,D
6053,Answer: C
6054,C
6055,A 
6056,"A decrease in patronage of religious activities by the monarchs of Spain, so the answer is C"
6057,C 
6058,A
6059,D
6060,D
6061,A
6062,Answer: C
6063,Answer: D
6064,Answer: A
6065,B
6066,B
6067,C
6068,B
6069,C
6070,C
6071,C
6072,B 
6073,Answer: C
6074,
6075,C
6076,Answer: B
6077,B
6078,D
6079,"A response to aggression from outside of Western Europe, so the answer is D"
6080,B
6081,C
6082,D
6083,A
6084,"That China was hindered by religious fundamentalism when it came to modernizing efforts, so the answer is C"
6085,B
6086,Answer: C
6087,A
6088,Answer: C
6089,A
6090,B
6091,A
6092,B
6093,Answer: A
6094,Not Sure
6095,D
6096,D
6097,Answer: A
6098,A
6099,A
6100,"Immunization, so the answer is A"
6101,Not Sure
6102,A
6103,
6104,D 
6105,Answer: C
6106,B 
6107,Answer: A
6108,Answer: B
6109,C
6110,C
6111,
6112,B
6113,C
6114,A
6115,B
6116,A
6117,Answer: B
6118,D
6119,C 
6120,Answer: C
6121,Answer: B
6122,B
6123,B
6124,
6125,A
6126,B
6127,B
6128,A
6129,B
6130,Answer: A
6131,Answer: B
6132,None of the above
6133,Answer: D
6134,D
6135,Answer: B
6136,A
6137,D
6138,A
6139,C
6140,C
6141,Answer: D
6142,B
6143,Answer: D
6144,Answer: D
6145,C
6146,"Red blood cells, so the answer is C"
6147,D
6148,C
6149,Answer: D
6150,C 
6151,C 
6152,C
6153,A
6154,A
6155,C
6156,Answer: D
6157,D
6158,Answer: C
6159,A 
6160,C
6161,Answer: B
6162,Answer: D
6163,A
6164,C
6165,A
6166,C
6167,"Internal, so the answer is B"
6168,A
6169,Answer: B
6170,Answer: B
6171,Not Sure
6172,C
6173,C
6174,C
6175,"Fronto-temporal lobe, so the answer is D"
6176,A
6177,B
6178,Answer: D
6179,"Travelling to older communities, so the answer is C"
6180,B
6181,A
6182,D
6183,B 
6184,C
6185,"Restore normal circadian rhythm, so the answer is A"
6186,D
6187,D
6188,Answer: B
6189,Answer: B
6190,Answer: C
6191,
6192,Answer: A
6193,D
6194,C 
6195,Answer: A
6196,C
6197,C
6198,D
6199,A
6200,A
6201,D
6202,A
6203,B 
6204,C
6205,A
6206,D
6207,Answer: A
6208,Answer: B
6209,B
6210,A
6211,C
6212,Answer: C
6213,C
6214,Answer: C
6215,B
6216,C
6217,B
6218,B
6219,A
6220,B
6221,Answer: B
6222,B
6223,Answer: C
6224,B
6225,B
6226,D
6227,Answer: A
6228,D
6229,B
6230,C
6231,C
6232,"Computer programmers, so the answer is D"
6233,A
6234,C
6235,A
6236,C
6237,B
6238,C
6239,B
6240,Answer: B
6241,B
6242,A
6243,D
6244,A
6245,"Redoing the home, so the answer is C"
6246,A
6247,A
6248,C
6249,A
6250,C
6251,A
6252,Answer: D
6253,Answer: A
6254,B
6255,B
6256,C
6257,Answer: B
6258,D
6259,B
6260,B
6261,C
6262,B
6263,B
6264,D
6265,Answer: D
6266,B
6267,Answer: A
6268,Answer: B
6269,A
6270,C
6271,A
6272,D
6273,D
6274,A
6275,C
6276,C
6277,D
6278,D
6279,C
6280,C
6281,"Makes correct diagnoses difficult, so the answer is A"
6282,B
6283,"68, so the answer is C"
6284,Answer: C
6285,Answer: A
6286,A
6287,Answer: C
6288,A
6289,B
6290,B
6291,D
6292,A
6293,B
6294,
6295,"Children younger than 10, so the answer is B"
6296,D
6297,C
6298,A 
6299,None of the above
6300,A 
6301,C
6302,B 
6303,C
6304,C
6305,C
6306,A
6307,B
6308,C
6309,A
6310,B
6311,B
6312,Answer: D
6313,
6314,Answer: A
6315,Answer: A
6316,Answer: B
6317,D
6318,B
6319,Answer: C
6320,A
6321,C
6322,B
6323,B
6324,D
6325,Answer: A
6326,"all of the above, so the answer is D"
6327,C
6328,D
6329,Answer: C
6330,A
6331,C
6332,A
6333,D
6334,D
6335,C
6336,D
6337,B
6338,A
