agent,message,negotiation_id,turn
mturk_agent_1,"If you get all the water, you would be at an advantage with all the higher valued items. I would ask that I'm compensated for giving the higher value items by getting more items overall.",646,4
mturk_agent_2,"Okay, I guess that's fair. 🙂",646,4
mturk_agent_1,Submit-Deal,646,5
mturk_agent_2,Accept-Deal,646,5
mturk_agent_2,"Hi, there. How are you doing? I would like your help with a camping trip.",647,0
mturk_agent_1,Hello! I'd like to help you with yours as well.,647,0
mturk_agent_2,Great! What items do you need the most?,647,1
mturk_agent_1,Extra firewood would be really helpful for me. I'm allergic to mosquitoes so I have to keep a fire going. What about you?,647,1
mturk_agent_2,Hmm....I also really need firewood because it's very cold where I am camping. I don't really need water through. Do you need that?,647,2
mturk_agent_1,I don't really need water either. But i'll trade 3 of my waters for 3 of yours 🙂,647,2
mturk_agent_2,I don't understand. Do you mean that you want to give me three waters?,647,3
mturk_agent_1,"No, I mean we can swap waters. I like your packaging better.",647,3
mturk_agent_2,"Okay...I guess that's fine. Since you really need firewood, I am willing to give you two firewoods and I get one. But I will need to get 3 foods to pay for this deal.",647,4
mturk_agent_1,That sounds good. Would you still like to swap water?,647,4
mturk_agent_2,"I am not sure if that is how this works. I am only able to give 3, 2, or 1 waters to you. I cannot swap them. Is it okay if I give you one water?",647,5
mturk_agent_1,"Oh, I had the wrong idea. Yes, so two firewood and 1 water for 3 food?",647,5
mturk_agent_2,Yes. I will submit the deal.,647,6
mturk_agent_1,Great! Thanks alot,647,6
mturk_agent_2,Submit-Deal,647,7
mturk_agent_1,Accept-Deal,647,7
mturk_agent_2,"Hello, hope you are doing well 🙂 I would like to take 3 packages of food, 2 packages of firewood, and 2 packages of water.",648,0
mturk_agent_1,"No thank you i have a medical condition and a large family, i will take 3 packages of water 2 and 2 firewood",648,0
mturk_agent_2,I am sorry to hear about your medical condition ☹️ I could give you the waters but I have a young kid and just recently went through a divorce. This is our bonding time and she really wants to make s'mores. I need extra firewood and food to be able to do that.,648,1
mturk_agent_1,You only have one kid i have 6 i can spare all the firewood and 1 food🙂,648,1
mturk_agent_2,That is fair! Would it be possible for you to spare one water as well just in case of emergency we don't die due to lack of water? ,648,2
mturk_agent_1,You wont believe me. You already have the basics! just be safe!🙂 If i dont get a certain amount of water into my system each day i can die on a normal day,648,2
mturk_agent_2,I can concede to that. Would you like to finalize the deal where we stand then? I feel we have come to pretty fair negotiations for both of us! 🙂,648,3
mturk_agent_1,"Yes i agree, We may need to talk a bit more",648,3
mturk_agent_2,"I agree too. So the final agreement so we are clear in communication is you get all the water, I get all the firewood and we split the food 2/1 for me?",648,4
mturk_agent_1,No 2 food me 1 you😮,648,4
mturk_agent_2,"To my understanding, in your original offer you stated you wanted 2 food and then offered to give me a food that would equal 2 for me and 1 for you. I will be willing to concede on this if you give me one water and I will give you one firewood. ",648,5
mturk_agent_1,Submit-Deal,648,5
mturk_agent_2,Reject-Deal,648,6
mturk_agent_2,Submit-Deal,648,6
mturk_agent_1,Reject-Deal,648,7
mturk_agent_1,Submit-Deal,648,7
mturk_agent_2,Reject-Deal,648,8
mturk_agent_2,Submit-Deal,648,8
mturk_agent_1,Reject-Deal,648,9
mturk_agent_1,THat is not what we agreed on,648,9
mturk_agent_2,I was negotiating under the belief that I was getting 2 foods as stated in your original offer. I apologize for the confusion but this is how it came across. What concessions could we agree upon with this now cleared up on my end. I would really like that one water ration.,648,10
mturk_agent_1,No i said 1 for you. I have 6 kids you have 1. You dont even need extra,648,10
mturk_agent_2,"Could you please clear up your original counter offer for me? ""No thank you i have a medical condition and a large family, i will take 3 packages of water 2 and 2 firewood"" I think there was possibly a word left out somewhere.",648,11
mturk_agent_1,Submit-Deal,648,11
mturk_agent_2,Accept-Deal,648,12
mturk_agent_2,"Hi there. I'd like 3 packages of food, and 2 packages of firewood. You can have 1 package of firewood and then all of the water.",649,0
mturk_agent_1,Hi there! Hm. I was actually thinking that the food and firewood would be more useful to me than the water.,649,0
mturk_agent_2,I see. Can you please explain why?,649,1
mturk_agent_1,"The group I'm camping with is having a fireside gathering in the evening, and I wanted to bring some food to share (doesn't food always taste best outside? 🙂) and also some firewood to contribute. Is there a particular reason you also wanted the food and firewood more?",649,1
mturk_agent_2,"That's understandable. I'm camping with a group of eight people for a whole week so I want to ensure that we have enough food for everyone. If we have enough firewood, we can cook enough meals to keep everyone fed 🙂",649,2
mturk_agent_1,"🙂  Great minds think alike!  Here's a thought: my group is also doing some hiking during the day, and of course, since it's summer, we want to make sure we have enough water. So I could definitely see splitting this in a ""some of each"" way for all three items.",649,2
mturk_agent_2,"Yes, that sounds great to me. How about we each take two packages of food, firewood, and water to start. Then, you can either take an extra package of food and I will take the extra firewood and water?",649,3
mturk_agent_1,"You say ""each take two"" of each of the three items ... I think you must have meant ""each take one""? (There's a total of three of each item.) If so, for the extra, I think ""food + wood"" goes together better. How about one of us takes the extra water, and the other takes the extra food & wood?",649,3
mturk_agent_2,"Yes, my mistake. I mean you take 1 food package, 1 firewood package, and 1 water package, and then I will do the same. Then, you can take the food and wood and I will take the extra package of water! ",649,4
mturk_agent_1,That works beautifully! I hope you'll have a wonderful camping trip. 🙂,649,4
mturk_agent_2,Submit-Deal,649,5
mturk_agent_1,Accept-Deal,649,5
mturk_agent_1,Hello!  Great to see another camper here going for a hike.  My family is looking forward to a great weekend here.🙂,65,0
mturk_agent_2,Mine too! Camping is one of my favorite things to do with my family.,65,0
mturk_agent_1,It should be a good weekedn for it.  Unfortuately the air;ine loss our luggage with the sleeping bags and food.  Not a good start for us with my mother-in-law along for the first time.  My wife and her is down getting trail maps while I sort out keeping warm tonight and feed after some hiking.,65,1
mturk_agent_2,Oh no! That sounds like a problem. I have four kids so I can relate about the concerns for staying warm and having enough food.,65,1
mturk_agent_1,I see they have some supplies here to share between the camp sites.  Maybe we can divide up the supplies so it works for both of us.  I can really use 2 wood and 2 food.  What about yourself?🙂,65,2
mturk_agent_2,"I think food is pretty important for you, so I'm ok with you having 2 food and I'll take 1 food. Since you get more food I think it's only fair I get 2 firewood while you take 1. You can collect more firewood along the way. I didn't have room to pack firewood either with our smaller car.",65,2
mturk_agent_1,Sounds good on the food.  I was really hoping for doing roasting lots of marshmellows for s'mores eachnight along with staying warm.  If I keep 2 wood could you do with 2 water instaed?  ,65,3
mturk_agent_2,I have a kid obsessed with fire. He was really looking forward to a fire every night and marshmallows. I don't think I can do 1 firewood. Can you do 1 firewood and 2 water?,65,3
mturk_agent_1,"Yeah, That would be ok with me.  That ends up with 2 food, 1 wood and 2 water for me and the rest for you?🙂",65,4
mturk_agent_2,Yep. 🙂 I hope you have a great trip!,65,4
mturk_agent_1,Submit-Deal,65,5
mturk_agent_2,Accept-Deal,65,5
mturk_agent_2,Good afternoon! Do you have a preference or priority on your supplies? I have some for mine.,650,0
mturk_agent_1,"Hi! I actually do have a preference. For this trip my family and I plan to do a lot of hiking. For this reason, I would like additional water. ",650,0
mturk_agent_2,"It seems like we have the same priority for priority number one. I'm going on a back-country trip and always find I run out of water before I run out of food. I think we should split it as equitably as possible. My second and third priorities are food, then firewood last. Are yours the same?",650,1
mturk_agent_1,"Yes, my priorities are the same as yours. ",650,1
mturk_agent_2,"Well, maybe we should meet in the middle. I'm more flexible on water and firewood than I would be on food. Do you feel you'll need extra firewood or food?",650,2
mturk_agent_1,"I would prefer the extra food, versus the additional firewood as I typically do not find myself needing any more than the basics. ",650,2
mturk_agent_2,"I'm also going as a single person, so I feel I can do more without than you. I can probably find a better use for the extra firewood. ",650,3
mturk_agent_1,"What if I take 2 water, 1 food and 1 firewood? ",650,3
mturk_agent_2,"I think that would be fair, but I also think I could give you 1 water, 2 food, and 1 firewood. Or perhaps for you to get 2 water, 2 food, and 1 firewood. ",650,4
mturk_agent_1,I am ok with my offer of 2-1-1 but would be ok with your suggested offer of 2-2-1 as well. ,650,4
mturk_agent_2,Submit-Deal,650,5
mturk_agent_1,Accept-Deal,650,5
mturk_agent_1,Hi there! Are you excited for the camping trip?!,651,0
mturk_agent_2,I am. I can't wait. ,651,0
mturk_agent_1,Me too! I am hopeful that you have food and water to spare?,651,1
mturk_agent_2,I really need the food. I have a couple of teenagers who like to eat. ,651,1
mturk_agent_1,I understand that! Any chance you might be able to spare just one food and all three waters?,651,2
mturk_agent_2,I can spare one food. I need the waters though. How about 1 food and 1 water and 2 firewood for you? ,651,2
mturk_agent_1,Can I have all three firewood?,651,3
mturk_agent_2,"I think that will work 1 food, 1 water and 3 firewood? ",651,3
mturk_agent_1,That would be great - thanks! 🙂,651,4
mturk_agent_2,"Great, glad we worked it out. 🙂",651,4
mturk_agent_1,Submit-Deal,651,5
mturk_agent_2,Accept-Deal,651,5
mturk_agent_2,Hello,652,0
mturk_agent_1,"Hi, how are you doing?",652,0
mturk_agent_2,"I'm doing well, thank you. I need you to make an important deal with me 🙂",652,1
mturk_agent_1,"That's great, and I'm happy to do that. I'm really wanting some extra food for this trip, because I'm a pretty big guy and I get intense snack cravings",652,1
mturk_agent_2,"Oh no, that will not do at all. ☹️ We need all the food we could get, as two of our other camping members are type 2 diabetic and they may die! Could you give us food instead? We need it more than you!",652,2
mturk_agent_1,"I would prefer to have at least one food, and I would be okay giving up two if you can give up water. Would that work? 🙂",652,2
mturk_agent_2,"Yes, that will be OK. 🙂 ",652,3
mturk_agent_1,Awesome. I would like 2 of the firewood if that's cool. My group wants to tell ghost stories at night around a campfire. 🙂,652,3
mturk_agent_2,"I don't think that's possible, as our group is going to have a massive bonfire party! 🙂 Would your group like to join us? Simply merge all of your resources with ours and we will have a blast! We also have some hot girls coming over to camp on the beach with us.",652,4
mturk_agent_1,"We don't really care about the hot girls, and we're looking to have a private outing. How about if you take 2 food and 2 firewood, and I take i food, 3 water. and 1 firewood?",652,4
mturk_agent_2,That's acceptable.,652,5
mturk_agent_1,That works for me too. 🙂,652,5
mturk_agent_2,Submit-Deal,652,6
mturk_agent_1,Accept-Deal,652,6
mturk_agent_1,Hi. I'm really excited about this upcoming camping trip.,653,0
mturk_agent_2,I'm glad to hear that. 🙂 I'm excited too but I am a bit worried I didn't bring enough supplies.,653,0
mturk_agent_1,I'm set for firewood if you need the extra. 🙂,653,1
mturk_agent_2,"Thanks, I could use a bit of firewood but I'm actually more worried about water.",653,1
mturk_agent_1,"The thing I'm most worried about is food. I'm 8 months pregnant, so I have a lot of cravings. 🙂",653,2
mturk_agent_2,"First off, Congrats on the baby. That must be very exciting. And I think I can some food for a mother to be.",653,2
mturk_agent_1,"Thank you! If you are cool with it, you can have all of the water, and I'll take all the food.",653,3
mturk_agent_2,"Actually with a baby on the way, you might need some extra water to go with that food. Drinking and eating for 2 and all.",653,3
mturk_agent_1,"Okay, so what were you thinking?",653,4
mturk_agent_2,Why don't you take all 3 of the food and a water while I can use the 2 waters and the firewood.,653,4
mturk_agent_1,Submit-Deal,653,5
mturk_agent_2,Accept-Deal,653,5
mturk_agent_2,hello,654,0
mturk_agent_1,hello,654,0
mturk_agent_2,what is your priority?,654,1
mturk_agent_1,I would like to get extras of everything to be honest. I have always felt you cannot be too prepared. ,654,1
mturk_agent_2,Thats true! I would really like to get 3 food packages since i am going on a very long hike,654,2
mturk_agent_1,I would be okay with you getting 2 and me getting one package for food. ,654,2
mturk_agent_2,"ok, sounds good🙂",654,3
mturk_agent_1,"I would like to get 3 firewood packs. My left shoulder isn't the best, so chopping up falled branches would be difficult for me.",654,3
mturk_agent_2,"I really need the firewood too. I was hoping for 3 packs too. The Weather is supposed to be bad, really cold.",654,4
mturk_agent_1,Well there is only three packs total and we can't both get three. how about I get 2 and you get one? You can always bring an exra blanket. That would be much better for cold than a fire. I ened the fire to keep the anumas and bugs away,654,4
mturk_agent_2,"If i agree to that, then can i have 3 packs of water?",654,5
mturk_agent_1,"You would be getting all the water then. you are already getting two food. how about i get one water, one food and two wood. you get 1 wood two food and two water",654,5
mturk_agent_2,"well, i think that would be fair🙂",654,6
mturk_agent_1,okay so its a deal,654,6
mturk_agent_2,Submit-Deal,654,7
mturk_agent_1,Accept-Deal,654,7
mturk_agent_2,I would like all 3 of the waters because we are planning a long hike and I'm worried my children won't have enough water in this heat. ,655,0
mturk_agent_1,okay awesome.  what are you willing to trade,655,0
mturk_agent_2,I don't need much food so you can take the food.,655,1
mturk_agent_1,oh nice okay ,655,1
mturk_agent_2,Do you have any preferences of what you need?,655,2
mturk_agent_1,i would prefer food and firewood is last on my list ,655,2
mturk_agent_2,Great what if you take all the food and we figure out how to split the firewood,655,3
mturk_agent_1,yeah of course.  that works for me.  ill give you plenty of water ,655,3
mturk_agent_2,Great - how many firewood do you need?,655,4
mturk_agent_1,1 is fine.  id love 2 to three packages of food ,655,4
mturk_agent_2,"So what if I get all 3 waters, and 2 firewood - you take 1 of the firewood and all 3 of the food? Does that sound good to you?",655,5
mturk_agent_1,yeah that is something i can most definetely get down with.  i like that arrangement ,655,5
mturk_agent_2,Submit-Deal,655,6
mturk_agent_1,Accept-Deal,655,6
mturk_agent_1,"Hello. Due to my medical needs, I need high amounts of food, water, and firewood. I need all the water and I am offering you one each of firewood and food.",656,0
mturk_agent_2,"I need more food due to an extra person coming along with me, is there any way I can get 2 in exchange for 1. You can have 2 water",656,0
mturk_agent_1,"I am willing to give you two food, but I still need all the extra water. ",656,1
mturk_agent_2,ok you can have all the water. Can I also have all of the firewood? I tend to get anxious and worry about emergencies a lot. ,656,1
mturk_agent_1,I don't think I can give up all the firewood. What kind of emergencies would be helped with more wood?,656,2
mturk_agent_2,"I could get stranded out there for longer than I intended. While that may not happen, my severe anxiety would be at ease knowing I will be ok, if it does happen. ",656,2
mturk_agent_1,So what is your total offer right now?,656,3
mturk_agent_2,"I am offering all of the water, but wanting all of the firewood in exchange. ",656,3
mturk_agent_1,And how much food would you keep/allow me to have?,656,4
mturk_agent_2,"you can have 1 package of food. I am not greedy, but an extra person will be with me, and I want to make sure we will both have sufficient food. ",656,4
mturk_agent_1,I think we have a deal! 🙂,656,5
mturk_agent_2,Awesome! Have a great camping trip ,656,5
mturk_agent_1,Submit-Deal,656,6
mturk_agent_2,Accept-Deal,656,6
mturk_agent_1,Hi. Good Morning. I believe that we are talking over the supplies. I was wondering if I could get 3 waters and 2 foods. ,657,0
mturk_agent_2,I need some water and food too. Would you be willing to give me more?,657,0
mturk_agent_1,Sure. I was wondering how much food and water your looking for so we can split accordingly ,657,1
mturk_agent_2,"Well, would you be able to part with with one water?",657,1
mturk_agent_1,"Sure! That sounds good and If you what you can have 2 foods but I was wondering about the firewood. I did not buy much, so I need as much as I can get ",657,2
mturk_agent_2,How much firewood do you need?,657,2
mturk_agent_1,I was think 2 so you can get one too,657,3
mturk_agent_2,So I would get 2 food/1 water/1 firewood and you would get 1 food/2 water/2 firewood?,657,3
mturk_agent_1,Yup thats what I was thinking if you agree to it ,657,4
mturk_agent_2,I agree. Would you submit the deal?,657,4
mturk_agent_1,Submit-Deal,657,5
mturk_agent_2,Accept-Deal,657,5
mturk_agent_1,"Hello, how are you doing",658,0
mturk_agent_2,"Great, excited to go camping!",658,0
mturk_agent_1,Me to.  I have a unsually high metabolism.  I need the extra food.  Is it alright if I take all three of those in exchange for some of the others?,658,1
mturk_agent_2,"I would like at least one package of food, but I can cook fish I catch of I can take all three of the waters and two of the firewood. ",658,1
mturk_agent_1,"I think that sounds fair to me.  So I would get 3 Food, and 1 firewood?  I can search for lake water and boil it for clean water",658,2
mturk_agent_2,"Yes, and I will take 3 water and 2 firewood. Are you sure? ",658,2
mturk_agent_1,I think that is fare to me.  Any medical issues that make you need so much water?,658,3
mturk_agent_2,I get dehydrated easily and have problems with fainting. I also need it to wash my clothes. ,658,3
mturk_agent_1,"I guess I will wash in the lake or pond, lol",658,4
mturk_agent_2,"Well, it sounds like we have a deal. Thanks for the negotiation! ",658,4
mturk_agent_1,Submit-Deal,658,5
mturk_agent_2,Accept-Deal,658,5
mturk_agent_2,Hello how are you doing? Did you forget anything for the trip?,659,0
mturk_agent_1,"not really but we could use some more water, we forgot how hot it was here",659,0
mturk_agent_2,It is the middle of summer and I am hot as well 🙂,659,1
mturk_agent_1,"we packed all this food but not extra water, I really hate carrying this",659,1
mturk_agent_2,"Humm, I totally forgot my axe and I really need some firewood, I could get by with 1 water if 2 would do enough for you 🙂",659,2
mturk_agent_1,"we really don't have much extra firewood but i guess i could spare 1, i was hoping to reade some of this food, my back is killing me from lugging it around🙂🙂🙂",659,2
mturk_agent_2,"My ideal split of the extras would have been 2 firewood, 2 water and 1 food but I think we can come to an agreement. 🙂",659,3
mturk_agent_1,"i could see myself trading a firewood and a food for 2 waters, everyone knows water is cheaper then food🙂",659,3
mturk_agent_2,"How about you get 1 firewood, 3 waters and I get the rest? Sound good to you?",659,4
mturk_agent_1,"You know i should ask for more, but i don't want to come across as greedy, so OK🙂",659,4
mturk_agent_2,THat works for me if it works for you🙂,659,5
mturk_agent_1,Submit-Deal,659,5
mturk_agent_2,Accept-Deal,659,6
mturk_agent_2,Hello. I am so looking forward to this camp out with my son. What bring you out to the camp?🙂,66,0
mturk_agent_1,"I love the outdoors, and I am excited to spend time with everyone from camp. It's been since last year when I saw everyone!",66,0
mturk_agent_2,That's awesome! I really love being out here with my son. Do you think you could spare some Food and Firewood? I have plenty of water if you need some.,66,1
mturk_agent_1,I am actually planning to make a big dinner for the whole camp tonight. I will feed everyone if you can let me have the water and firewood. You can take the food to eat before dinner.,66,1
mturk_agent_2,O cool🙂. I can give you all the water and we can split the fire wood. I need a least one firewood to make a fire for my son,66,2
mturk_agent_1,I can give you one firewood if you can spare one food for me to eat while I am cooking.🙂,66,2
mturk_agent_2,Ok if I can keep one water as well 🙂,66,3
mturk_agent_1,I may not be able to go without the water. I am making a large pot of soup with homemade bread.,66,3
mturk_agent_2,😮 This is not looking good. I think we are close but I really need that one water for my son.,66,4
mturk_agent_1,"If I can give you one of the waters, will you make a deal with me?",66,4
mturk_agent_2,Submit-Deal,66,5
mturk_agent_1,Reject-Deal,66,5
mturk_agent_1,I will need 2 firewoods for cooking tonight,66,6
mturk_agent_2,ok 🙂,66,6
mturk_agent_1,Submit-Deal,66,7
mturk_agent_2,Accept-Deal,66,7
mturk_agent_1,Hello! I'm Adam. How are you today,660,0
mturk_agent_2,"Hello, I""m Josia, day was good.",660,0
mturk_agent_1,"Good! So I primarily need food, as our freezer stopped working so most of our food went bad. What do you need?",660,1
mturk_agent_2,"I had too some kind of problems, I need food and water and firewood.",660,1
mturk_agent_1,"Yes I also need firewood...How about I take 2 of the food and 2 of the firewood, and you take all the water?",660,2
mturk_agent_2,"Sounds good, ok I take the water  but I need some food and firewood.",660,2
mturk_agent_1,"Yes you can have 1 of the food and 1 of the firewood, and I'll take 2?",660,3
mturk_agent_2,Ok thank you very much then what we need.,660,3
mturk_agent_1,"Okay so we agree, you'll take 1 of the food and 1 of the firewood, and all 3 of the water?",660,4
mturk_agent_2,Okay I agree and took that's all.,660,4
mturk_agent_1,okay thank you!,660,5
mturk_agent_2,Submit-Deal,660,5
mturk_agent_1,Accept-Deal,660,6
mturk_agent_1,"Hi there, I am willing to give you my food packages for firewood.",661,0
mturk_agent_2,"Hi! 🙂 Thanks. That's really nice of you. However, I will be staying up late playing music with my companion. We will need our firewood. How often do you go camping?",661,0
mturk_agent_1,"Ah that sounds like a nice way to spend the evening. I definitely need some firewood, because I have kids, and they really want to make smores. It's a part of the experience.",661,1
mturk_agent_2,"That sounds fun. Sadly I am unable to give you much of my firewood as it is the primary reason for our trip. ☹️. However, i could offer some extra food for the kids. Is there anything else you need aside from wood?",661,1
mturk_agent_1,"We will definitely need water, as the kids will be running around. I'd be willing to give you a bundle of firewood, in exchange for water.",661,2
mturk_agent_2,Ok cool. I think I can give you some extra water. Do you need any extra food for the kids?,661,2
mturk_agent_1,"They are rather hungry, especially after running around outside, I would take some food and water in exchange for a bundle of wood.",661,3
mturk_agent_2,That's reasonable. However if I'm going to give both food and water I will need 3 bundles of wood in order to justify sacrifcing our limited water and food,661,3
mturk_agent_1,"Ah unfortunately, we do need some firewood for our campfire. I wouldn",661,4
mturk_agent_2,"☹️ Oh no! this is terrible. I'm so sorry. I was hoping we would be able to find a middle ground where we both could be happy. I could offer 1 bundle of food, 1 package of water and TWO packages of food. Does that sound appealing at all?",661,4
mturk_agent_1,"Sorry, I am unsure that I understood your last message, as food is listed twice. I think I would need another bundle of water in order to give up two bundles of wood.",661,5
mturk_agent_2,Submit-Deal,661,5
mturk_agent_1,Reject-Deal,661,6
mturk_agent_1,I am sorry I am going to need a better deal. I wouldn't want to have to walk away completely. I would have to have another water.,661,6
mturk_agent_2,Submit-Deal,661,7
mturk_agent_1,Accept-Deal,661,7
mturk_agent_1,Hey there! How are you today? Ready to go camping?,662,0
mturk_agent_2,"Yeah, I'm very excited! Been looking forward to this for a while now. How about yourself?",662,0
mturk_agent_1,"Good. Excited. I was wondering what your looking for, since we have limited supply and there is two of us",662,1
mturk_agent_2,I was hoping to get some additional firewood along with some water. I heard it's supposed to get really cold tonight so I would like to be well-prepared.,662,1
mturk_agent_1,That sounds good but it seems like we have the same idea.... Tell you what if you give me 2 firewood ill give you 2 waters and 2 foods. Or do you have a another plan ,662,2
mturk_agent_2,I think that sounds like an agreeable plan 🙂 I think we can work that out then,662,2
mturk_agent_1,"Only, if that is the case maybe I can trade my last food for that last fire wood. Its just a question. If not, its okay",662,3
mturk_agent_2,I don't think I can agree with that one. I will need some firewood tonight. I can work with giving two firewood to you and one for me. Along with the 2 waters and food,662,3
mturk_agent_1,"Okay, sounds like a plan. Ill submitt the deal",662,4
mturk_agent_2,Okay 🙂 I'm glad that we are able to come to an agreement.,662,4
mturk_agent_1,Submit-Deal,662,5
mturk_agent_2,Accept-Deal,662,5
mturk_agent_2,"Hello, I think that I should take all the firewood,water and you can take 2 of the food items. 🙂",663,0
mturk_agent_1,"Hello, I do not think that is a fair deal, I think that I should get 2 of the water, 2 of the firewood and 1 of the food items.",663,0
mturk_agent_2,What about I take all of the firewood because it is hard for me to get any and you take 1 water and 1 food.🙂,663,1
mturk_agent_1,"It is also hard for me to get firewood, so I think that I should get 2 firewood so that I can boil more water for myself, I will take only 1 water and 2 food.",663,1
mturk_agent_2,"Ok, I will take 3 waters and 3 firewood and you can have all the food. I can get my own food. ",663,2
mturk_agent_1,"I think that since you can get your own food you could probably get your own water and firewood too, so I should get 2 food 2 firewood and 2 water since I have less abilities to survive outdoors on my own. 🙂",663,2
mturk_agent_2,"Pal,I am not is the health to get my own firewood. I am willing to give you all the food and two waters.🙂",663,3
mturk_agent_1,"I agree on me getting 2 waters, I think that I should get two food since you can get your own, and I should get at least one firewood since it will be hard for me to get my own firewood too.🙂",663,3
mturk_agent_2,"🙂 Ok, in all fairness I let you get 3 foods, 1 water, and no firewood. I think that this deal will work.",663,4
mturk_agent_1,"I will agree on getting  all of the water and food, and no firewood.",663,4
mturk_agent_2,Submit-Deal,663,5
mturk_agent_1,Accept-Deal,663,5
mturk_agent_1,Hi there. I'm excited to go camping.,664,0
mturk_agent_2,"Yes, Me too... Any plan for your side of camp?",664,0
mturk_agent_1,Yes we have a big group coming with us. I know they'll be really hungry and thirsty,664,1
mturk_agent_2,How many times have you gone camping?,664,1
mturk_agent_1,"A few, how about you? What are your plans?",664,2
mturk_agent_2,"Depending on how long you're planning on camping,  you may not need to leave the campground. However, if you're planning a week-long vacation, you are most likley going to venture out. What does your family enjoy most? Look for a location that will meet those needs.",664,2
mturk_agent_1,We'll set down at one spot but go hiking a lot. I think we'll need some more extra food and water to make that happen. Would you be willing to give me 3 food and 2 water? You can have the other water and all of the firewood. ,664,3
mturk_agent_2,"Sorry dude, I have minimum 1 food package. Because, food is most important one of the human body.",664,3
mturk_agent_1,"OK, so how about I'll do 2 Food, 2 water and You can do 1 food, 1 water, and 3 firewood",664,4
mturk_agent_2,"If you don't mind i'll do 2 food, 2 water and 1 firewood. Because, I have poly urea problem so water is must be need for me.",664,4
mturk_agent_1,"Sorry I really need more food than that. I'll do 2 food, 1 water, and 2 firewood if water is important for you.",664,5
mturk_agent_2,I don't need of firewood otherwise we came for final decision. I need 1 food and 3 water a,664,5
mturk_agent_1,"okay so 2 food, 0 water, 3 firewood for me. 1 food, 3 water, 0 firewood for you. sounds good to me",664,6
mturk_agent_2,"Okay, Thank you for your valuable time with me",664,6
mturk_agent_1,Submit-Deal,664,7
mturk_agent_2,Walk-Away,664,7
mturk_agent_2,Hi! Are you excited to go on this trip!,665,0
mturk_agent_1,"Hi! I am, but I really need firewood for my health. I get really cold and can slip into hypothermia. Would you mind if I took 2?",665,0
mturk_agent_2,You can have 2 firewoods if I can have 2 of the food packages. I am a vegan so it is hard to find options in the woods!,665,1
mturk_agent_1,"That is fine with me because I am on a diet, so it works out. I also have a baby who needs formula and I need water to make her bottles",665,1
mturk_agent_2,okay how many waters do you need?,665,2
mturk_agent_1,was hoping for 2... what do you think?,665,2
mturk_agent_2,okay that works for me!,665,3
mturk_agent_1,"Ok then have we agreed that I get 2 firewood, 1 food and 2 waters? You would get 1 firewood, 2 food and 1 water?",665,3
mturk_agent_2,is there any way i can get another food? i can give you the other water if need be,665,4
mturk_agent_1,Sure that is fine,665,4
mturk_agent_2,okay so we agree i get 3 foods and 1 firewood and you get 2 firewood and 3 waters?,665,5
mturk_agent_1,Submit-Deal,665,5
mturk_agent_2,Accept-Deal,665,6
mturk_agent_1,"Hello, I think I have a deal to split up the supplies, if I take 3 of the water and 2 of the firewood, would you accept all of the food and the rest of the firewood?",666,0
mturk_agent_2,Hi there! 🙂 That actually sounds like a pretty great deal.,666,0
mturk_agent_1,"Okay sure! I am mostly interested in the water, I had to give some of my water away earlier to a family that needed some, and now i'm afraid of running out! 😮 Is there any item that you prefer?",666,1
mturk_agent_2,"Food is my main priority. I am set on water, so I don't mind if you take all three. One firewood would be okay, but if I could take two, it would be ideal.",666,1
mturk_agent_1,"Okay, I think we have that part settled. I can take all the water and you can take the food. We just need to figure out how to split the wood! My family didn't bring as much as we thought we needed from home, so a couple more would be useful for us.",666,2
mturk_agent_2,I am in the same boat. I don't have as much as I need to stay as long as I had planned. ,666,2
mturk_agent_1,Why do you need more food anyway? Did something happen?,666,3
mturk_agent_2,"I shared some food with some folks I met on the trail. I thought I had enough to last, but I'm getting low. I haven't hiked this much in a while and I am hungrier than I though I'd be! I'm afraid of running too low since I am camping on my own. You said you are camping with your family? ",666,3
mturk_agent_1,"Yeah, we lost some of our food because I think some animals got into it. I guess we didn't store it right, too easy for them to get into it. But we brought a lot, so I think we are good on food.",666,4
mturk_agent_2,Well it works out that you are good on food and I am good on water! We just need to figure out the firewood.,666,4
mturk_agent_1,"Yeah, we thought we might be able to collect firewood out here so we didn't bring as much. But park rangers told us that we're not supposed to do that ☹️",666,5
mturk_agent_2,Submit-Deal,666,5
mturk_agent_1,Accept-Deal,666,6
mturk_agent_1,"Hey, nice getting to interact with you. ",667,0
mturk_agent_2,Hi there! its really nice to meet you. ,667,0
mturk_agent_1,"So, let's get to discuss on our camping trip. I prefer having additional packages of food. your thoughts?",667,1
mturk_agent_2,I would also prefer the additional packages of food. I have diabetes and if my blood sugar drops to low it will cause me to have a wide variety of health issues we would need to deal with. ,667,1
mturk_agent_1,"I understand, in that case I can substitute with water. So, can I have 1 and 2 packages of food and water each.",667,2
mturk_agent_2,"Yes, I agree to that deal. How about firewood? I can I have one of your packages of firewood as I will have additional food to cook?",667,2
mturk_agent_1,"Yes, that would do, you can have 2 of it as you have additional food. I would do with 1 of food, 1 of firewood and 2 of water. Let me know if you have any concerns.",667,3
mturk_agent_2,That works for me! Thanks! ,667,3
mturk_agent_1,"Thanks, it was really nice talking to you. Take care",667,4
mturk_agent_2,Have a great rest of your day! See you out in the wild 🙂,667,4
mturk_agent_1,Submit-Deal,667,5
mturk_agent_2,Accept-Deal,667,5
